resume_id,job_id,variant_id,proxy_type,proxy_value,base_score,variant_score,score_delta,abs_delta,direction,context_classification,context_group,magnitude_category,audit_signal,primary_changed_component,explanation
R069,JOB022,R069_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Guwahati | Hyderabad,0.509627,0.50987,0.000243,0.000243,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Technology Guwahati | Hyderabad changed the score from 0.5096 to 0.5099 (delta +0.0002). semantic made the largest positive weighted contribution change (+0.0002).
R069,JOB022,R069_CF_DEGREE_COURSE,degree+course,Diploma | Hotel Management,0.509627,0.437914,-0.071713,0.071713,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+course to Diploma | Hotel Management changed the score from 0.5096 to 0.4379 (delta -0.0717). education_course made the largest negative weighted contribution change (-0.0706).
R069,JOB022,R069_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Guwahati | Neha Kapoor,0.509627,0.510021,0.000394,0.000394,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Technology Guwahati | Neha Kapoor changed the score from 0.5096 to 0.5100 (delta +0.0004). semantic made the largest positive weighted contribution change (+0.0004).
R069,JOB022,R069_CF_NAME_CITY,name+city,Neha Kapoor | Hyderabad,0.509627,0.508918,-0.000709,0.000709,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Neha Kapoor | Hyderabad changed the score from 0.5096 to 0.5089 (delta -0.0007). semantic made the largest negative weighted contribution change (-0.0007).
R069,JOB022,R069_CF_DEGREE_AGE,degree+age,Diploma | 38,0.509627,0.439039,-0.070588,0.070588,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+age to Diploma | 38 changed the score from 0.5096 to 0.4390 (delta -0.0706). education_course made the largest negative weighted contribution change (-0.0706).
R069,JOB022,R069_CF_COURSE_EXPERIENCE,course+experience,Hotel Management | 120,0.509627,0.508503,-0.001124,0.001124,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing course+experience to Hotel Management | 120 changed the score from 0.5096 to 0.5085 (delta -0.0011). semantic made the largest negative weighted contribution change (-0.0011).
R069,JOB022,R069_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Guwahati | 120,0.509627,0.509557,-7e-05,7e-05,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to Indian Institute of Technology Guwahati | 120 changed the score from 0.5096 to 0.5096 (delta -0.0001). semantic made the largest negative weighted contribution change (-0.0001).
R069,JOB022,R069_CF_NAME_AGE,name+age,Neha Kapoor | 38,0.509627,0.508739,-0.000888,0.000888,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Neha Kapoor | 38 changed the score from 0.5096 to 0.5087 (delta -0.0009). semantic made the largest negative weighted contribution change (-0.0009).
R070,JOB018,R070_CF_COLLEGE_CITY,college+city,Indian Institute of Science Bangalore | Ahmedabad,0.545282,0.539276,-0.006006,0.006006,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Science Bangalore | Ahmedabad changed the score from 0.5453 to 0.5393 (delta -0.0060). semantic made the largest negative weighted contribution change (-0.0060).
R070,JOB018,R070_CF_DEGREE_COURSE,degree+course,M.Com | Business Administration,0.545282,0.404437,-0.140845,0.140845,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+course to M.Com | Business Administration changed the score from 0.5453 to 0.4044 (delta -0.1408). education_course made the largest negative weighted contribution change (-0.1412).
R070,JOB018,R070_CF_COLLEGE_NAME,college+name,Indian Institute of Science Bangalore | Vikram Reddy,0.545282,0.543847,-0.001435,0.001435,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Science Bangalore | Vikram Reddy changed the score from 0.5453 to 0.5438 (delta -0.0014). semantic made the largest negative weighted contribution change (-0.0014).
R070,JOB018,R070_CF_NAME_CITY,name+city,Vikram Reddy | Ahmedabad,0.545282,0.541937,-0.003345,0.003345,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Vikram Reddy | Ahmedabad changed the score from 0.5453 to 0.5419 (delta -0.0033). semantic made the largest negative weighted contribution change (-0.0033).
R070,JOB018,R070_CF_DEGREE_AGE,degree+age,M.Com | 37,0.545282,0.474694,-0.070588,0.070588,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+age to M.Com | 37 changed the score from 0.5453 to 0.4747 (delta -0.0706). education_course made the largest negative weighted contribution change (-0.0706).
R070,JOB018,R070_CF_COURSE_EXPERIENCE,course+experience,Business Administration | 109,0.545282,0.474992,-0.07029,0.07029,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing course+experience to Business Administration | 109 changed the score from 0.5453 to 0.4750 (delta -0.0703). education_course made the largest negative weighted contribution change (-0.0706).
R070,JOB018,R070_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Science Bangalore | 109,0.545282,0.541374,-0.003908,0.003908,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to Indian Institute of Science Bangalore | 109 changed the score from 0.5453 to 0.5414 (delta -0.0039). semantic made the largest negative weighted contribution change (-0.0039).
R070,JOB018,R070_CF_NAME_AGE,name+age,Vikram Reddy | 37,0.545282,0.544117,-0.001165,0.001165,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Vikram Reddy | 37 changed the score from 0.5453 to 0.5441 (delta -0.0012). semantic made the largest negative weighted contribution change (-0.0012).
R071,JOB023,R071_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kharagpur | Kolkata,0.42003,0.418838,-0.001192,0.001192,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Technology Kharagpur | Kolkata changed the score from 0.4200 to 0.4188 (delta -0.0012). semantic made the largest negative weighted contribution change (-0.0012).
R071,JOB023,R071_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kharagpur | Divya Rao,0.42003,0.420734,0.000704,0.000704,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Technology Kharagpur | Divya Rao changed the score from 0.4200 to 0.4207 (delta +0.0007). semantic made the largest positive weighted contribution change (+0.0007).
R071,JOB023,R071_CF_NAME_CITY,name+city,Divya Rao | Kolkata,0.42003,0.418507,-0.001523,0.001523,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Divya Rao | Kolkata changed the score from 0.4200 to 0.4185 (delta -0.0015). semantic made the largest negative weighted contribution change (-0.0015).
R071,JOB023,R071_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kharagpur | 48,0.42003,0.419306,-0.000724,0.000724,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to Indian Institute of Technology Kharagpur | 48 changed the score from 0.4200 to 0.4193 (delta -0.0007). semantic made the largest negative weighted contribution change (-0.0007).
R071,JOB023,R071_CF_NAME_AGE,name+age,Divya Rao | 36,0.42003,0.418568,-0.001462,0.001462,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Divya Rao | 36 changed the score from 0.4200 to 0.4186 (delta -0.0015). semantic made the largest negative weighted contribution change (-0.0015).
R072,JOB021,R072_CF_COLLEGE_CITY,college+city,NIT Tiruchirappalli | Bangalore,0.560181,0.560952,0.000771,0.000771,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to NIT Tiruchirappalli | Bangalore changed the score from 0.5602 to 0.5610 (delta +0.0008). semantic made the largest positive weighted contribution change (+0.0008).
R072,JOB021,R072_CF_DEGREE_COURSE,degree+course,B.Tech | Operations Management,0.560181,0.512746,-0.047435,0.047435,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+course to B.Tech | Operations Management changed the score from 0.5602 to 0.5127 (delta -0.0474). education_course made the largest negative weighted contribution change (-0.0529).
R072,JOB021,R072_CF_COLLEGE_NAME,college+name,NIT Tiruchirappalli | Rohan Gupta,0.560181,0.560352,0.000171,0.000171,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to NIT Tiruchirappalli | Rohan Gupta changed the score from 0.5602 to 0.5604 (delta +0.0002). semantic made the largest positive weighted contribution change (+0.0002).
R072,JOB021,R072_CF_NAME_CITY,name+city,Rohan Gupta | Bangalore,0.560181,0.565287,0.005106,0.005106,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Rohan Gupta | Bangalore changed the score from 0.5602 to 0.5653 (delta +0.0051). semantic made the largest positive weighted contribution change (+0.0051).
R072,JOB021,R072_CF_DEGREE_AGE,degree+age,B.Tech | 40,0.560181,0.585389,0.025208,0.025208,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+age to B.Tech | 40 changed the score from 0.5602 to 0.5854 (delta +0.0252). education_course made the largest positive weighted contribution change (+0.0176).
R072,JOB021,R072_CF_COURSE_EXPERIENCE,course+experience,Operations Management | 108,0.560181,0.493505,-0.066676,0.066676,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing course+experience to Operations Management | 108 changed the score from 0.5602 to 0.4935 (delta -0.0667). education_course made the largest negative weighted contribution change (-0.0706).
R072,JOB021,R072_CF_COLLEGE_EXPERIENCE,college+experience,NIT Tiruchirappalli | 108,0.560181,0.562103,0.001922,0.001922,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to NIT Tiruchirappalli | 108 changed the score from 0.5602 to 0.5621 (delta +0.0019). semantic made the largest positive weighted contribution change (+0.0019).
R072,JOB021,R072_CF_NAME_AGE,name+age,Rohan Gupta | 40,0.560181,0.566954,0.006773,0.006773,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Rohan Gupta | 40 changed the score from 0.5602 to 0.5670 (delta +0.0068). semantic made the largest positive weighted contribution change (+0.0068).
R073,JOB014,R073_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Bombay | Delhi,0.428557,0.429454,0.000897,0.000897,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Technology Bombay | Delhi changed the score from 0.4286 to 0.4295 (delta +0.0009). semantic made the largest positive weighted contribution change (+0.0009).
R073,JOB014,R073_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Bombay | Priya Nair,0.428557,0.430169,0.001612,0.001612,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Technology Bombay | Priya Nair changed the score from 0.4286 to 0.4302 (delta +0.0016). semantic made the largest positive weighted contribution change (+0.0016).
R073,JOB014,R073_CF_NAME_CITY,name+city,Priya Nair | Delhi,0.428557,0.429931,0.001374,0.001374,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Priya Nair | Delhi changed the score from 0.4286 to 0.4299 (delta +0.0014). semantic made the largest positive weighted contribution change (+0.0014).
R073,JOB014,R073_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Bombay | 61,0.428557,0.429063,0.000506,0.000506,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to Indian Institute of Technology Bombay | 61 changed the score from 0.4286 to 0.4291 (delta +0.0005). semantic made the largest positive weighted contribution change (+0.0005).
R073,JOB014,R073_CF_NAME_AGE,name+age,Priya Nair | 32,0.428557,0.429701,0.001144,0.001144,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Priya Nair | 32 changed the score from 0.4286 to 0.4297 (delta +0.0011). semantic made the largest positive weighted contribution change (+0.0011).
R074,JOB017,R074_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kanpur | Chennai,0.524685,0.524205,-0.00048,0.00048,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Technology Kanpur | Chennai changed the score from 0.5247 to 0.5242 (delta -0.0005). semantic made the largest negative weighted contribution change (-0.0005).
R074,JOB017,R074_CF_DEGREE_COURSE,degree+course,LLB | Computer Engineering,0.524685,0.3606,-0.164085,0.164085,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+course to LLB | Computer Engineering changed the score from 0.5247 to 0.3606 (delta -0.1641). education_course made the largest negative weighted contribution change (-0.1588).
R074,JOB017,R074_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kanpur | Ananya Iyer,0.524685,0.526119,0.001434,0.001434,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Technology Kanpur | Ananya Iyer changed the score from 0.5247 to 0.5261 (delta +0.0014). semantic made the largest positive weighted contribution change (+0.0014).
R074,JOB017,R074_CF_NAME_CITY,name+city,Ananya Iyer | Chennai,0.524685,0.525477,0.000792,0.000792,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Ananya Iyer | Chennai changed the score from 0.5247 to 0.5255 (delta +0.0008). semantic made the largest positive weighted contribution change (+0.0008).
R074,JOB017,R074_CF_DEGREE_AGE,degree+age,LLB | 31,0.524685,0.454097,-0.070588,0.070588,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+age to LLB | 31 changed the score from 0.5247 to 0.4541 (delta -0.0706). education_course made the largest negative weighted contribution change (-0.0706).
R074,JOB017,R074_CF_COURSE_EXPERIENCE,course+experience,Computer Engineering | 22,0.524685,0.478044,-0.046641,0.046641,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing course+experience to Computer Engineering | 22 changed the score from 0.5247 to 0.4780 (delta -0.0466). education_course made the largest negative weighted contribution change (-0.0882).
R074,JOB017,R074_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kanpur | 22,0.524685,0.571396,0.046711,0.046711,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,experience,Changing college+experience to Indian Institute of Technology Kanpur | 22 changed the score from 0.5247 to 0.5714 (delta +0.0467). experience made the largest positive weighted contribution change (+0.0471).
R074,JOB017,R074_CF_NAME_AGE,name+age,Ananya Iyer | 31,0.524685,0.525906,0.001221,0.001221,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Ananya Iyer | 31 changed the score from 0.5247 to 0.5259 (delta +0.0012). semantic made the largest positive weighted contribution change (+0.0012).
R075,JOB019,R075_CF_COLLEGE_CITY,college+city,BITS Pilani | Pune,0.402031,0.406515,0.004484,0.004484,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to BITS Pilani | Pune changed the score from 0.4020 to 0.4065 (delta +0.0045). semantic made the largest positive weighted contribution change (+0.0045).
R075,JOB019,R075_CF_COLLEGE_NAME,college+name,BITS Pilani | Ishita Chopra,0.402031,0.401702,-0.000329,0.000329,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to BITS Pilani | Ishita Chopra changed the score from 0.4020 to 0.4017 (delta -0.0003). semantic made the largest negative weighted contribution change (-0.0003).
R075,JOB019,R075_CF_NAME_CITY,name+city,Ishita Chopra | Pune,0.402031,0.403333,0.001302,0.001302,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Ishita Chopra | Pune changed the score from 0.4020 to 0.4033 (delta +0.0013). semantic made the largest positive weighted contribution change (+0.0013).
R075,JOB019,R075_CF_COLLEGE_EXPERIENCE,college+experience,BITS Pilani | 216,0.402031,0.40586,0.003829,0.003829,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to BITS Pilani | 216 changed the score from 0.4020 to 0.4059 (delta +0.0038). semantic made the largest positive weighted contribution change (+0.0038).
R075,JOB019,R075_CF_NAME_AGE,name+age,Ishita Chopra | 40,0.402031,0.40305,0.001019,0.001019,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Ishita Chopra | 40 changed the score from 0.4020 to 0.4031 (delta +0.0010). semantic made the largest positive weighted contribution change (+0.0010).
R076,JOB019,R076_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Roorkee | Hyderabad,0.389681,0.391053,0.001372,0.001372,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Technology Roorkee | Hyderabad changed the score from 0.3897 to 0.3911 (delta +0.0014). semantic made the largest positive weighted contribution change (+0.0014).
R076,JOB019,R076_CF_DEGREE_COURSE,degree+course,BBA | Fine Arts / Painting,0.389681,0.461119,0.071438,0.071438,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+course to BBA | Fine Arts / Painting changed the score from 0.3897 to 0.4611 (delta +0.0714). education_course made the largest positive weighted contribution change (+0.0706).
R076,JOB019,R076_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Roorkee | Aditya Verma,0.389681,0.390497,0.000816,0.000816,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Technology Roorkee | Aditya Verma changed the score from 0.3897 to 0.3905 (delta +0.0008). semantic made the largest positive weighted contribution change (+0.0008).
R076,JOB019,R076_CF_NAME_CITY,name+city,Aditya Verma | Hyderabad,0.389681,0.391736,0.002055,0.002055,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Aditya Verma | Hyderabad changed the score from 0.3897 to 0.3917 (delta +0.0021). semantic made the largest positive weighted contribution change (+0.0021).
R076,JOB019,R076_CF_DEGREE_AGE,degree+age,BBA | 51,0.389681,0.461119,0.071438,0.071438,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+age to BBA | 51 changed the score from 0.3897 to 0.4611 (delta +0.0714). education_course made the largest positive weighted contribution change (+0.0706).
R076,JOB019,R076_CF_COURSE_EXPERIENCE,course+experience,Fine Arts / Painting | 216,0.389681,0.389681,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Intersectional Change,No Material Change,skills,Changing course+experience to Fine Arts / Painting | 216 changed the score from 0.3897 to 0.3897 (delta +0.0000). No screening component changed.
R076,JOB019,R076_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Roorkee | 216,0.389681,0.390461,0.00078,0.00078,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to Indian Institute of Technology Roorkee | 216 changed the score from 0.3897 to 0.3905 (delta +0.0008). semantic made the largest positive weighted contribution change (+0.0008).
R076,JOB019,R076_CF_NAME_AGE,name+age,Aditya Verma | 51,0.389681,0.390834,0.001153,0.001153,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Aditya Verma | 51 changed the score from 0.3897 to 0.3908 (delta +0.0012). semantic made the largest positive weighted contribution change (+0.0012).
R077,JOB002,R077_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Guwahati | Ahmedabad,0.476572,0.473155,-0.003417,0.003417,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Technology Guwahati | Ahmedabad changed the score from 0.4766 to 0.4732 (delta -0.0034). semantic made the largest negative weighted contribution change (-0.0034).
R077,JOB002,R077_CF_DEGREE_COURSE,degree+course,Bachelor | Commerce and Law,0.476572,0.475918,-0.000654,0.000654,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing degree+course to Bachelor | Commerce and Law changed the score from 0.4766 to 0.4759 (delta -0.0007). semantic made the largest negative weighted contribution change (-0.0007).
R077,JOB002,R077_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Guwahati | Neha Kapoor,0.476572,0.471234,-0.005338,0.005338,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Technology Guwahati | Neha Kapoor changed the score from 0.4766 to 0.4712 (delta -0.0053). semantic made the largest negative weighted contribution change (-0.0053).
R077,JOB002,R077_CF_NAME_CITY,name+city,Neha Kapoor | Ahmedabad,0.476572,0.469446,-0.007126,0.007126,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Neha Kapoor | Ahmedabad changed the score from 0.4766 to 0.4694 (delta -0.0071). semantic made the largest negative weighted contribution change (-0.0071).
R077,JOB002,R077_CF_DEGREE_AGE,degree+age,Bachelor | 44,0.476572,0.479392,0.00282,0.00282,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing degree+age to Bachelor | 44 changed the score from 0.4766 to 0.4794 (delta +0.0028). semantic made the largest positive weighted contribution change (+0.0028).
R077,JOB002,R077_CF_COURSE_EXPERIENCE,course+experience,Commerce and Law | 132,0.476572,0.475676,-0.000896,0.000896,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing course+experience to Commerce and Law | 132 changed the score from 0.4766 to 0.4757 (delta -0.0009). semantic made the largest negative weighted contribution change (-0.0009).
R077,JOB002,R077_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Guwahati | 132,0.476572,0.475793,-0.000779,0.000779,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to Indian Institute of Technology Guwahati | 132 changed the score from 0.4766 to 0.4758 (delta -0.0008). semantic made the largest negative weighted contribution change (-0.0008).
R077,JOB002,R077_CF_NAME_AGE,name+age,Neha Kapoor | 44,0.476572,0.471518,-0.005054,0.005054,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Neha Kapoor | 44 changed the score from 0.4766 to 0.4715 (delta -0.0051). semantic made the largest negative weighted contribution change (-0.0051).
R078,JOB018,R078_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Madras | Kolkata,0.541346,0.542673,0.001327,0.001327,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Technology Madras | Kolkata changed the score from 0.5413 to 0.5427 (delta +0.0013). semantic made the largest positive weighted contribution change (+0.0013).
R078,JOB018,R078_CF_DEGREE_COURSE,degree+course,MBA | Computer Applications,0.541346,0.400262,-0.141084,0.141084,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+course to MBA | Computer Applications changed the score from 0.5413 to 0.4003 (delta -0.1411). education_course made the largest negative weighted contribution change (-0.1412).
R078,JOB018,R078_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Madras | Karan Mehta,0.541346,0.541074,-0.000272,0.000272,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+name to Indian Institute of Technology Madras | Karan Mehta changed the score from 0.5413 to 0.5411 (delta -0.0003). semantic made the largest negative weighted contribution change (-0.0003).
R078,JOB018,R078_CF_NAME_CITY,name+city,Karan Mehta | Kolkata,0.541346,0.544857,0.003511,0.003511,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+city to Karan Mehta | Kolkata changed the score from 0.5413 to 0.5449 (delta +0.0035). semantic made the largest positive weighted contribution change (+0.0035).
R078,JOB018,R078_CF_DEGREE_AGE,degree+age,MBA | 37,0.541346,0.470758,-0.070588,0.070588,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+age to MBA | 37 changed the score from 0.5413 to 0.4708 (delta -0.0706). education_course made the largest negative weighted contribution change (-0.0706).
R078,JOB018,R078_CF_COURSE_EXPERIENCE,course+experience,Computer Applications | 109,0.541346,0.470861,-0.070485,0.070485,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing course+experience to Computer Applications | 109 changed the score from 0.5413 to 0.4709 (delta -0.0705). education_course made the largest negative weighted contribution change (-0.0706).
R078,JOB018,R078_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Madras | 109,0.541346,0.542412,0.001066,0.001066,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+experience to Indian Institute of Technology Madras | 109 changed the score from 0.5413 to 0.5424 (delta +0.0011). semantic made the largest positive weighted contribution change (+0.0011).
R078,JOB018,R078_CF_NAME_AGE,name+age,Karan Mehta | 37,0.541346,0.544472,0.003126,0.003126,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing name+age to Karan Mehta | 37 changed the score from 0.5413 to 0.5445 (delta +0.0031). semantic made the largest positive weighted contribution change (+0.0031).
R079,JOB003,R079_CF_COLLEGE_CITY,college+city,Indian Institute of Science Bangalore | Bangalore,0.486572,0.48974,0.003168,0.003168,Score Increased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,semantic,Changing college+city to Indian Institute of Science Bangalore | Bangalore changed the score from 0.4866 to 0.4897 (delta +0.0032). semantic made the largest positive weighted contribution change (+0.0032).
R079,JOB003,R079_CF_DEGREE_COURSE,degree+course,M.E. | Sociology,0.486572,0.416488,-0.070084,0.070084,Score Decreased,Not Supported,Contextually Unsupported,Intersectional Change,Intersectional Change — Separate Analysis,education_course,Changing degree+course to M.E. | Sociology changed the score from 0.4866 to 0.4165 (delta -0.0701). education_course made the largest negative weighted contribution change (-0.0706).
